date,Ex_rate
02-03-1995 00:00,0.725
03-03-1995 00:00,0.728
04-03-1995 00:00,0.7283
05-03-1995 00:00,0.7275
06-03-1995 00:00,0.7235
07-03-1995 00:00,0.725
08-03-1995 00:00,0.7285
09-03-1995 00:00,0.7356
10-03-1995 00:00,0.736
11-03-1995 00:00,0.7364
12-03-1995 00:00,0.7325
13-03-1995 00:00,0.7386
14-03-1995 00:00,0.7325
15-03-1995 00:00,0.7295
16-03-1995 00:00,0.723
17-03-1995 00:00,0.706
18-03-1995 00:00,0.7015
19-03-1995 00:00,0.7
20-03-1995 00:00,0.691
21-03-1995 00:00,0.7025
22-03-1995 00:00,0.704
23-03-1995 00:00,0.7008
24-03-1995 00:00,0.703
25-03-1995 00:00,0.712
26-03-1995 00:00,0.7045
27-03-1995 00:00,0.703
28-03-1995 00:00,0.6978
29-03-1995 00:00,0.694
30-03-1995 00:00,0.697
31-03-1995 00:00,0.6935
01-04-1995 00:00,0.6962
02-04-1995 00:00,0.696
03-04-1995 00:00,0.6989
04-04-1995 00:00,0.699
05-04-1995 00:00,0.6892
06-04-1995 00:00,0.6882
07-04-1995 00:00,0.699
08-04-1995 00:00,0.6938
09-04-1995 00:00,0.6865
10-04-1995 00:00,0.6835
11-04-1995 00:00,0.6825
12-04-1995 00:00,0.677
13-04-1995 00:00,0.677
14-04-1995 00:00,0.676
15-04-1995 00:00,0.6732
16-04-1995 00:00,0.6712
17-04-1995 00:00,0.6705
18-04-1995 00:00,0.6675
19-04-1995 00:00,0.6665
20-04-1995 00:00,0.666
21-04-1995 00:00,0.663
22-04-1995 00:00,0.6566
23-04-1995 00:00,0.649
24-04-1995 00:00,0.6605
25-04-1995 00:00,0.6565
26-04-1995 00:00,0.653
27-04-1995 00:00,0.6523
28-04-1995 00:00,0.6565
29-04-1995 00:00,0.6558
30-04-1995 00:00,0.6559
01-05-1995 00:00,0.654
02-05-1995 00:00,0.6517
03-05-1995 00:00,0.6515
04-05-1995 00:00,0.65
05-05-1995 00:00,0.6418
06-05-1995 00:00,0.6347
07-05-1995 00:00,0.6415
08-05-1995 00:00,0.6353
09-05-1995 00:00,0.647
10-05-1995 00:00,0.643
11-05-1995 00:00,0.6465
12-05-1995 00:00,0.647
13-05-1995 00:00,0.6503
14-05-1995 00:00,0.6614
15-05-1995 00:00,0.6657
16-05-1995 00:00,0.6595
17-05-1995 00:00,0.6596
18-05-1995 00:00,0.663
19-05-1995 00:00,0.6694
20-05-1995 00:00,0.6748
21-05-1995 00:00,0.681
22-05-1995 00:00,0.675
23-05-1995 00:00,0.6852
24-05-1995 00:00,0.6868
25-05-1995 00:00,0.6825
26-05-1995 00:00,0.6812
27-05-1995 00:00,0.6765
28-05-1995 00:00,0.67
29-05-1995 00:00,0.6725
30-05-1995 00:00,0.6814
31-05-1995 00:00,0.678
01-06-1995 00:00,0.677
02-06-1995 00:00,0.6725
03-06-1995 00:00,0.6685
04-06-1995 00:00,0.6702
05-06-1995 00:00,0.676
06-06-1995 00:00,0.6716
07-06-1995 00:00,0.667
08-06-1995 00:00,0.6659
09-06-1995 00:00,0.6655
10-06-1995 00:00,0.6713
11-06-1995 00:00,0.6785
12-06-1995 00:00,0.6825
13-06-1995 00:00,0.6796
14-06-1995 00:00,0.6745
15-06-1995 00:00,0.668
16-06-1995 00:00,0.6675
17-06-1995 00:00,0.6672
18-06-1995 00:00,0.668
19-06-1995 00:00,0.667
20-06-1995 00:00,0.6695
21-06-1995 00:00,0.676
22-06-1995 00:00,0.67
23-06-1995 00:00,0.6715
24-06-1995 00:00,0.6637
25-06-1995 00:00,0.6626
26-06-1995 00:00,0.6645
27-06-1995 00:00,0.6655
28-06-1995 00:00,0.6716
29-06-1995 00:00,0.67
30-06-1995 00:00,0.6742
01-07-1995 00:00,0.674
02-07-1995 00:00,0.6631
03-07-1995 00:00,0.6613
04-07-1995 00:00,0.659
05-07-1995 00:00,0.6553
06-07-1995 00:00,0.6568
07-07-1995 00:00,0.6595
08-07-1995 00:00,0.6597
09-07-1995 00:00,0.657
10-07-1995 00:00,0.655
11-07-1995 00:00,0.6565
12-07-1995 00:00,0.6553
13-07-1995 00:00,0.647
14-07-1995 00:00,0.649
15-07-1995 00:00,0.65
16-07-1995 00:00,0.649
17-07-1995 00:00,0.6455
18-07-1995 00:00,0.6487
19-07-1995 00:00,0.6515
20-07-1995 00:00,0.6535
21-07-1995 00:00,0.6507
22-07-1995 00:00,0.6473
23-07-1995 00:00,0.644
24-07-1995 00:00,0.6485
25-07-1995 00:00,0.652
26-07-1995 00:00,0.652
27-07-1995 00:00,0.645
28-07-1995 00:00,0.6412
29-07-1995 00:00,0.637
30-07-1995 00:00,0.6373
31-07-1995 00:00,0.6355
01-08-1995 00:00,0.6371
02-08-1995 00:00,0.633
03-08-1995 00:00,0.6276
04-08-1995 00:00,0.627
05-08-1995 00:00,0.627
06-08-1995 00:00,0.6221
07-08-1995 00:00,0.6236
08-08-1995 00:00,0.6255
09-08-1995 00:00,0.6304
10-08-1995 00:00,0.6315
11-08-1995 00:00,0.6225
12-08-1995 00:00,0.6215
13-08-1995 00:00,0.6219
14-08-1995 00:00,0.626
15-08-1995 00:00,0.615
16-08-1995 00:00,0.6145
17-08-1995 00:00,0.6115
18-08-1995 00:00,0.611
19-08-1995 00:00,0.6005
20-08-1995 00:00,0.5995
21-08-1995 00:00,0.5955
22-08-1995 00:00,0.587
23-08-1995 00:00,0.5867
24-08-1995 00:00,0.5925
25-08-1995 00:00,0.5894
26-08-1995 00:00,0.5925
27-08-1995 00:00,0.6081
28-08-1995 00:00,0.6067
29-08-1995 00:00,0.627
30-08-1995 00:00,0.611
31-08-1995 00:00,0.6078
01-09-1995 00:00,0.6074
02-09-1995 00:00,0.6054
03-09-1995 00:00,0.603
04-09-1995 00:00,0.6075
05-09-1995 00:00,0.6208
06-09-1995 00:00,0.619
07-09-1995 00:00,0.6115
08-09-1995 00:00,0.6185
09-09-1995 00:00,0.6165
10-09-1995 00:00,0.6195
11-09-1995 00:00,0.6165
12-09-1995 00:00,0.6125
13-09-1995 00:00,0.614
14-09-1995 00:00,0.6165
15-09-1995 00:00,0.6245
16-09-1995 00:00,0.6234
17-09-1995 00:00,0.629
18-09-1995 00:00,0.6267
19-09-1995 00:00,0.6301
20-09-1995 00:00,0.6263
21-09-1995 00:00,0.6211
22-09-1995 00:00,0.6168
23-09-1995 00:00,0.6196
24-09-1995 00:00,0.609
25-09-1995 00:00,0.6115
26-09-1995 00:00,0.6105
27-09-1995 00:00,0.6145
28-09-1995 00:00,0.607
29-09-1995 00:00,0.6035
30-09-1995 00:00,0.605
01-10-1995 00:00,0.609
02-10-1995 00:00,0.604
03-10-1995 00:00,0.5991
04-10-1995 00:00,0.5985
05-10-1995 00:00,0.5921
06-10-1995 00:00,0.5945
07-10-1995 00:00,0.5975
08-10-1995 00:00,0.594
09-10-1995 00:00,0.5925
10-10-1995 00:00,0.5938
11-10-1995 00:00,0.594
12-10-1995 00:00,0.5897
13-10-1995 00:00,0.583
14-10-1995 00:00,0.5792
15-10-1995 00:00,0.576
16-10-1995 00:00,0.5682
17-10-1995 00:00,0.555
18-10-1995 00:00,0.565
19-10-1995 00:00,0.572
20-10-1995 00:00,0.5805
21-10-1995 00:00,0.583
22-10-1995 00:00,0.581
23-10-1995 00:00,0.5861
24-10-1995 00:00,0.5897
25-10-1995 00:00,0.5875
26-10-1995 00:00,0.5966
27-10-1995 00:00,0.5929
28-10-1995 00:00,0.5945
29-10-1995 00:00,0.5935
30-10-1995 00:00,0.5937
31-10-1995 00:00,0.5875
01-11-1995 00:00,0.5835
02-11-1995 00:00,0.5855
03-11-1995 00:00,0.5781
04-11-1995 00:00,0.5836
05-11-1995 00:00,0.5911
06-11-1995 00:00,0.5863
07-11-1995 00:00,0.5975
08-11-1995 00:00,0.593
09-11-1995 00:00,0.597
10-11-1995 00:00,0.594
11-11-1995 00:00,0.594
12-11-1995 00:00,0.5887
13-11-1995 00:00,0.6178
14-11-1995 00:00,0.6183
15-11-1995 00:00,0.6162
16-11-1995 00:00,0.6273
17-11-1995 00:00,0.6294
18-11-1995 00:00,0.631
19-11-1995 00:00,0.6327
20-11-1995 00:00,0.6328
21-11-1995 00:00,0.6285
22-11-1995 00:00,0.6275
23-11-1995 00:00,0.6253
24-11-1995 00:00,0.6184
25-11-1995 00:00,0.6165
26-11-1995 00:00,0.6154
27-11-1995 00:00,0.616
28-11-1995 00:00,0.6231
29-11-1995 00:00,0.625
30-11-1995 00:00,0.6252
01-12-1995 00:00,0.6254
02-12-1995 00:00,0.6286
03-12-1995 00:00,0.632
04-12-1995 00:00,0.634
05-12-1995 00:00,0.6348
06-12-1995 00:00,0.6223
07-12-1995 00:00,0.632
08-12-1995 00:00,0.6392
09-12-1995 00:00,0.6385
10-12-1995 00:00,0.6343
11-12-1995 00:00,0.6457
12-12-1995 00:00,0.6437
13-12-1995 00:00,0.6436
14-12-1995 00:00,0.641
15-12-1995 00:00,0.6417
16-12-1995 00:00,0.64
17-12-1995 00:00,0.6339
18-12-1995 00:00,0.628
19-12-1995 00:00,0.6305
20-12-1995 00:00,0.631
21-12-1995 00:00,0.6245
22-12-1995 00:00,0.6175
23-12-1995 00:00,0.6204
24-12-1995 00:00,0.6155
25-12-1995 00:00,0.6165
26-12-1995 00:00,0.6195
27-12-1995 00:00,0.6208
28-12-1995 00:00,0.6204
29-12-1995 00:00,0.6235
30-12-1995 00:00,0.6187
31-12-1995 00:00,0.6231
01-01-1996 00:00,0.6211
02-01-1996 00:00,0.617
03-01-1996 00:00,0.6145
04-01-1996 00:00,0.6114
05-01-1996 00:00,0.611
06-01-1996 00:00,0.607
07-01-1996 00:00,0.6114
08-01-1996 00:00,0.6129
09-01-1996 00:00,0.6123
10-01-1996 00:00,0.618815
11-01-1996 00:00,0.621309
12-01-1996 00:00,0.628873
13-01-1996 00:00,0.633995
14-01-1996 00:00,0.633268
15-01-1996 00:00,0.640779
16-01-1996 00:00,0.640666
17-01-1996 00:00,0.631021
18-01-1996 00:00,0.632701
19-01-1996 00:00,0.634897
20-01-1996 00:00,0.634195
21-01-1996 00:00,0.638337
22-01-1996 00:00,0.640028
23-01-1996 00:00,0.639895
24-01-1996 00:00,0.635181
25-01-1996 00:00,0.631676
26-01-1996 00:00,0.630414
27-01-1996 00:00,0.627282
28-01-1996 00:00,0.625712
29-01-1996 00:00,0.629716
30-01-1996 00:00,0.633323
31-01-1996 00:00,0.639557
01-02-1996 00:00,0.641029
02-02-1996 00:00,0.649468
03-02-1996 00:00,0.651704
04-02-1996 00:00,0.652847
05-02-1996 00:00,0.646998
06-02-1996 00:00,0.645543
07-02-1996 00:00,0.649558
08-02-1996 00:00,0.646131
09-02-1996 00:00,0.645934
10-02-1996 00:00,0.63854
11-02-1996 00:00,0.633196
12-02-1996 00:00,0.635578
13-02-1996 00:00,0.637923
14-02-1996 00:00,0.640067
15-02-1996 00:00,0.639067
16-02-1996 00:00,0.632308
17-02-1996 00:00,0.627032
18-02-1996 00:00,0.621313
19-02-1996 00:00,0.618524
20-02-1996 00:00,0.620168
21-02-1996 00:00,0.623145
22-02-1996 00:00,0.624118
23-02-1996 00:00,0.627709
24-02-1996 00:00,0.630994
25-02-1996 00:00,0.635837
26-02-1996 00:00,0.634885
27-02-1996 00:00,0.635231
28-02-1996 00:00,0.636051
29-02-1996 00:00,0.631652
01-03-1996 00:00,0.626605
02-03-1996 00:00,0.627447
03-03-1996 00:00,0.630136
04-03-1996 00:00,0.630328
05-03-1996 00:00,0.634137
06-03-1996 00:00,0.638134
07-03-1996 00:00,0.639719
08-03-1996 00:00,0.636404
09-03-1996 00:00,0.634783
10-03-1996 00:00,0.632189
11-03-1996 00:00,0.626669
12-03-1996 00:00,0.633799
13-03-1996 00:00,0.635145
14-03-1996 00:00,0.631745
15-03-1996 00:00,0.638017
16-03-1996 00:00,0.628148
17-03-1996 00:00,0.624907
18-03-1996 00:00,0.63004
19-03-1996 00:00,0.635001
20-03-1996 00:00,0.637088
21-03-1996 00:00,0.637645
22-03-1996 00:00,0.636543
23-03-1996 00:00,0.647493
24-03-1996 00:00,0.651647
25-03-1996 00:00,0.647607
26-03-1996 00:00,0.647021
27-03-1996 00:00,0.650999
28-03-1996 00:00,0.651675
29-03-1996 00:00,0.648596
30-03-1996 00:00,0.650231
31-03-1996 00:00,0.654669
01-04-1996 00:00,0.658612
02-04-1996 00:00,0.662386
03-04-1996 00:00,0.665492
04-04-1996 00:00,0.663657
05-04-1996 00:00,0.662079
06-04-1996 00:00,0.668629
07-04-1996 00:00,0.670714
08-04-1996 00:00,0.66932
09-04-1996 00:00,0.670533
10-04-1996 00:00,0.667579
11-04-1996 00:00,0.668716
12-04-1996 00:00,0.665448
13-04-1996 00:00,0.666222
14-04-1996 00:00,0.670802
15-04-1996 00:00,0.66315
16-04-1996 00:00,0.661464
17-04-1996 00:00,0.660267
18-04-1996 00:00,0.657851
19-04-1996 00:00,0.649029
20-04-1996 00:00,0.648524
21-04-1996 00:00,0.652736
22-04-1996 00:00,0.649607
23-04-1996 00:00,0.641113
24-04-1996 00:00,0.644317
25-04-1996 00:00,0.647551
26-04-1996 00:00,0.65565
27-04-1996 00:00,0.658325
28-04-1996 00:00,0.659592
29-04-1996 00:00,0.657954
30-04-1996 00:00,0.662668
01-05-1996 00:00,0.664807
02-05-1996 00:00,0.663991
03-05-1996 00:00,0.658567
04-05-1996 00:00,0.656455
05-05-1996 00:00,0.658461
06-05-1996 00:00,0.652882
07-05-1996 00:00,0.651136
08-05-1996 00:00,0.653887
09-05-1996 00:00,0.656749
10-05-1996 00:00,0.658108
11-05-1996 00:00,0.662229
12-05-1996 00:00,0.658068
13-05-1996 00:00,0.657308
14-05-1996 00:00,0.661136
15-05-1996 00:00,0.67024
16-05-1996 00:00,0.665912
17-05-1996 00:00,0.666001
18-05-1996 00:00,0.664342
19-05-1996 00:00,0.665424
20-05-1996 00:00,0.664939
21-05-1996 00:00,0.662647
22-05-1996 00:00,0.659084
23-05-1996 00:00,0.658801
24-05-1996 00:00,0.663023
25-05-1996 00:00,0.660634
26-05-1996 00:00,0.65084
27-05-1996 00:00,0.647703
28-05-1996 00:00,0.648027
29-05-1996 00:00,0.647112
30-05-1996 00:00,0.647745
31-05-1996 00:00,0.647371
01-06-1996 00:00,0.644606
02-06-1996 00:00,0.644353
03-06-1996 00:00,0.649734
04-06-1996 00:00,0.651944
05-06-1996 00:00,0.653914
06-06-1996 00:00,0.658612
07-06-1996 00:00,0.654207
08-06-1996 00:00,0.652839
09-06-1996 00:00,0.653399
10-06-1996 00:00,0.651942
11-06-1996 00:00,0.648375
12-06-1996 00:00,0.649831
13-06-1996 00:00,0.651627
14-06-1996 00:00,0.649448
15-06-1996 00:00,0.649468
16-06-1996 00:00,0.647238
17-06-1996 00:00,0.636497
18-06-1996 00:00,0.639425
19-06-1996 00:00,0.63578
20-06-1996 00:00,0.636659
21-06-1996 00:00,0.634134
22-06-1996 00:00,0.630141
23-06-1996 00:00,0.632954
24-06-1996 00:00,0.632851
25-06-1996 00:00,0.638024
26-06-1996 00:00,0.638571
27-06-1996 00:00,0.64548
28-06-1996 00:00,0.646891
29-06-1996 00:00,0.646819
30-06-1996 00:00,0.649043
01-07-1996 00:00,0.652097
02-07-1996 00:00,0.65163
03-07-1996 00:00,0.657331
04-07-1996 00:00,0.653869
05-07-1996 00:00,0.649166
06-07-1996 00:00,0.646283
07-07-1996 00:00,0.648752
08-07-1996 00:00,0.642252
09-07-1996 00:00,0.647451
10-07-1996 00:00,0.650863
11-07-1996 00:00,0.648149
12-07-1996 00:00,0.652747
13-07-1996 00:00,0.653219
14-07-1996 00:00,0.655154
15-07-1996 00:00,0.653063
16-07-1996 00:00,0.653176
17-07-1996 00:00,0.65363
18-07-1996 00:00,0.661048
19-07-1996 00:00,0.663349
20-07-1996 00:00,0.660324
21-07-1996 00:00,0.660635
22-07-1996 00:00,0.654362
23-07-1996 00:00,0.656109
24-07-1996 00:00,0.65001
25-07-1996 00:00,0.650039
26-07-1996 00:00,0.647889
27-07-1996 00:00,0.644191
28-07-1996 00:00,0.649166
29-07-1996 00:00,0.646037
30-07-1996 00:00,0.647554
31-07-1996 00:00,0.649994
01-08-1996 00:00,0.65113
02-08-1996 00:00,0.650403
03-08-1996 00:00,0.643837
04-08-1996 00:00,0.645851
05-08-1996 00:00,0.63732
06-08-1996 00:00,0.638093
07-08-1996 00:00,0.640702
08-08-1996 00:00,0.644007
09-08-1996 00:00,0.638355
10-08-1996 00:00,0.638593
11-08-1996 00:00,0.636983
12-08-1996 00:00,0.638318
13-08-1996 00:00,0.640064
14-08-1996 00:00,0.643096
15-08-1996 00:00,0.646561
16-08-1996 00:00,0.64172
17-08-1996 00:00,0.639765
18-08-1996 00:00,0.640156
19-08-1996 00:00,0.638694
20-08-1996 00:00,0.637129
21-08-1996 00:00,0.635953
22-08-1996 00:00,0.633171
23-08-1996 00:00,0.635729
24-08-1996 00:00,0.635302
25-08-1996 00:00,0.636723
26-08-1996 00:00,0.636393
27-08-1996 00:00,0.635468
28-08-1996 00:00,0.633285
29-08-1996 00:00,0.633524
30-08-1996 00:00,0.634253
31-08-1996 00:00,0.635716
01-09-1996 00:00,0.637744
02-09-1996 00:00,0.640056
03-09-1996 00:00,0.636682
04-09-1996 00:00,0.633388
05-09-1996 00:00,0.635723
06-09-1996 00:00,0.635653
07-09-1996 00:00,0.642531
08-09-1996 00:00,0.642187
09-09-1996 00:00,0.641799
10-09-1996 00:00,0.643887
11-09-1996 00:00,0.644362
12-09-1996 00:00,0.645153
13-09-1996 00:00,0.643032
14-09-1996 00:00,0.650494
15-09-1996 00:00,0.653761
16-09-1996 00:00,0.657118
17-09-1996 00:00,0.656404
18-09-1996 00:00,0.655218
19-09-1996 00:00,0.654365
20-09-1996 00:00,0.655656
21-09-1996 00:00,0.656363
22-09-1996 00:00,0.657374
23-09-1996 00:00,0.657851
24-09-1996 00:00,0.668294
25-09-1996 00:00,0.6666
26-09-1996 00:00,0.663813
27-09-1996 00:00,0.664098
28-09-1996 00:00,0.664232
29-09-1996 00:00,0.666711
30-09-1996 00:00,0.663331
01-10-1996 00:00,0.654038
02-10-1996 00:00,0.654083
03-10-1996 00:00,0.650299
04-10-1996 00:00,0.654721
05-10-1996 00:00,0.627544
06-10-1996 00:00,0.638465
07-10-1996 00:00,0.631356
08-10-1996 00:00,0.636421
09-10-1996 00:00,0.638919
10-10-1996 00:00,0.632451
11-10-1996 00:00,0.634327
12-10-1996 00:00,0.634978
13-10-1996 00:00,0.634356
14-10-1996 00:00,0.632524
15-10-1996 00:00,0.628056
16-10-1996 00:00,0.628685
17-10-1996 00:00,0.630342
18-10-1996 00:00,0.629938
19-10-1996 00:00,0.632451
20-10-1996 00:00,0.629714
21-10-1996 00:00,0.626943
22-10-1996 00:00,0.62554
23-10-1996 00:00,0.61975
24-10-1996 00:00,0.615915
25-10-1996 00:00,0.617615
26-10-1996 00:00,0.612694
27-10-1996 00:00,0.613684
28-10-1996 00:00,0.606879
29-10-1996 00:00,0.608761
30-10-1996 00:00,0.6065
31-10-1996 00:00,0.603079
01-11-1996 00:00,0.60306
02-11-1996 00:00,0.60406
03-11-1996 00:00,0.613184
04-11-1996 00:00,0.613445
05-11-1996 00:00,0.614061
06-11-1996 00:00,0.616438
07-11-1996 00:00,0.611916
08-11-1996 00:00,0.607978
09-11-1996 00:00,0.608343
10-11-1996 00:00,0.605221
11-11-1996 00:00,0.609922
12-11-1996 00:00,0.606479
13-11-1996 00:00,0.602541
14-11-1996 00:00,0.608483
15-11-1996 00:00,0.612555
16-11-1996 00:00,0.613339
17-11-1996 00:00,0.609083
18-11-1996 00:00,0.609856
19-11-1996 00:00,0.60346
20-11-1996 00:00,0.606482
21-11-1996 00:00,0.60106
22-11-1996 00:00,0.603541
23-11-1996 00:00,0.602779
24-11-1996 00:00,0.597679
25-11-1996 00:00,0.598439
26-11-1996 00:00,0.5949
27-11-1996 00:00,0.5949
28-11-1996 00:00,0.59888
29-11-1996 00:00,0.596519
30-11-1996 00:00,0.592182
01-12-1996 00:00,0.593738
02-12-1996 00:00,0.59654
03-12-1996 00:00,0.594019
04-12-1996 00:00,0.592741
05-12-1996 00:00,0.593619
06-12-1996 00:00,0.595138
07-12-1996 00:00,0.588059
08-12-1996 00:00,0.589118
09-12-1996 00:00,0.585607
10-12-1996 00:00,0.580416
11-12-1996 00:00,0.585341
12-12-1996 00:00,0.592459
13-12-1996 00:00,0.587676
14-12-1996 00:00,0.592563
15-12-1996 00:00,0.587882
16-12-1996 00:00,0.58099
17-12-1996 00:00,0.583167
18-12-1996 00:00,0.578069
19-12-1996 00:00,0.578069
20-12-1996 00:00,0.575327
21-12-1996 00:00,0.57623
22-12-1996 00:00,0.570428
23-12-1996 00:00,0.5685
24-12-1996 00:00,0.574057
25-12-1996 00:00,0.571814
26-12-1996 00:00,0.5763
27-12-1996 00:00,0.572428
28-12-1996 00:00,0.56767
29-12-1996 00:00,0.570614
30-12-1996 00:00,0.578073
31-12-1996 00:00,0.578189
01-01-1997 00:00,0.573128
02-01-1997 00:00,0.572314
03-01-1997 00:00,0.570957
04-01-1997 00:00,0.583575
05-01-1997 00:00,0.581616
06-01-1997 00:00,0.5887
07-01-1997 00:00,0.5893
08-01-1997 00:00,0.586
09-01-1997 00:00,0.589241
10-01-1997 00:00,0.594122
11-01-1997 00:00,0.60226
12-01-1997 00:00,0.598001
13-01-1997 00:00,0.608022
14-01-1997 00:00,0.602199
15-01-1997 00:00,0.60464
16-01-1997 00:00,0.59938
17-01-1997 00:00,0.59924
18-01-1997 00:00,0.595419
19-01-1997 00:00,0.593119
20-01-1997 00:00,0.60148
21-01-1997 00:00,0.60132
22-01-1997 00:00,0.60132
23-01-1997 00:00,0.601
24-01-1997 00:00,0.59884
25-01-1997 00:00,0.59918
26-01-1997 00:00,0.594597
27-01-1997 00:00,0.591716
28-01-1997 00:00,0.586765
29-01-1997 00:00,0.594738
30-01-1997 00:00,0.591118
31-01-1997 00:00,0.591204
01-02-1997 00:00,0.590595
02-02-1997 00:00,0.5853
03-02-1997 00:00,0.585734
04-02-1997 00:00,0.584108
05-02-1997 00:00,0.582242
06-02-1997 00:00,0.575885
07-02-1997 00:00,0.584941
08-02-1997 00:00,0.585383
09-02-1997 00:00,0.584066
10-02-1997 00:00,0.590141
11-02-1997 00:00,0.591296
12-02-1997 00:00,0.588282
13-02-1997 00:00,0.57909
14-02-1997 00:00,0.578211
15-02-1997 00:00,0.581068
16-02-1997 00:00,0.584675
17-02-1997 00:00,0.583792
18-02-1997 00:00,0.584283
19-02-1997 00:00,0.586
20-02-1997 00:00,0.582116
21-02-1997 00:00,0.578558
22-02-1997 00:00,0.581675
23-02-1997 00:00,0.578284
24-02-1997 00:00,0.583025
25-02-1997 00:00,0.588176
26-02-1997 00:00,0.590795
27-02-1997 00:00,0.593137
28-02-1997 00:00,0.589164
01-03-1997 00:00,0.589305
02-03-1997 00:00,0.567557
03-03-1997 00:00,0.571929
04-03-1997 00:00,0.571629
05-03-1997 00:00,0.573229
06-03-1997 00:00,0.572328
07-03-1997 00:00,0.570314
08-03-1997 00:00,0.574443
09-03-1997 00:00,0.572086
10-03-1997 00:00,0.576315
11-03-1997 00:00,0.573243
12-03-1997 00:00,0.5673
13-03-1997 00:00,0.555278
14-03-1997 00:00,0.558832
15-03-1997 00:00,0.555656
16-03-1997 00:00,0.558412
17-03-1997 00:00,0.553823
18-03-1997 00:00,0.552476
19-03-1997 00:00,0.551
20-03-1997 00:00,0.543546
21-03-1997 00:00,0.542771
22-03-1997 00:00,0.538331
23-03-1997 00:00,0.538715
24-03-1997 00:00,0.543946
25-03-1997 00:00,0.546645
26-03-1997 00:00,0.5476
27-03-1997 00:00,0.54972
28-03-1997 00:00,0.548935
29-03-1997 00:00,0.542217
30-03-1997 00:00,0.544354
31-03-1997 00:00,0.542583
01-04-1997 00:00,0.535854
02-04-1997 00:00,0.537293
03-04-1997 00:00,0.531716
04-04-1997 00:00,0.533757
05-04-1997 00:00,0.53286
06-04-1997 00:00,0.534886
07-04-1997 00:00,0.528988
08-04-1997 00:00,0.5318
09-04-1997 00:00,0.526153
10-04-1997 00:00,0.519296
11-04-1997 00:00,0.521341
12-04-1997 00:00,0.518798
13-04-1997 00:00,0.528597
14-04-1997 00:00,0.529947
15-04-1997 00:00,0.527436
16-04-1997 00:00,0.524305
17-04-1997 00:00,0.516642
18-04-1997 00:00,0.520656
19-04-1997 00:00,0.52544
20-04-1997 00:00,0.512906
21-04-1997 00:00,0.52091
22-04-1997 00:00,0.528406
23-04-1997 00:00,0.522855
24-04-1997 00:00,0.52875
25-04-1997 00:00,0.527014
26-04-1997 00:00,0.528709
27-04-1997 00:00,0.524555
28-04-1997 00:00,0.52785
29-04-1997 00:00,0.519754
30-04-1997 00:00,0.520656
01-05-1997 00:00,0.52031
02-05-1997 00:00,0.52026
03-05-1997 00:00,0.521111
04-05-1997 00:00,0.513954
05-05-1997 00:00,0.513557
06-05-1997 00:00,0.516708
07-05-1997 00:00,0.523205
08-05-1997 00:00,0.522257
09-05-1997 00:00,0.520758
10-05-1997 00:00,0.524855
11-05-1997 00:00,0.524652
12-05-1997 00:00,0.522511
13-05-1997 00:00,0.536665
14-05-1997 00:00,0.54072
15-05-1997 00:00,0.542713
16-05-1997 00:00,0.543
17-05-1997 00:00,0.54975
18-05-1997 00:00,0.546555
19-05-1997 00:00,0.542954
20-05-1997 00:00,0.539754
21-05-1997 00:00,0.540962
22-05-1997 00:00,0.5423
23-05-1997 00:00,0.546155
24-05-1997 00:00,0.545955
25-05-1997 00:00,0.541412
26-05-1997 00:00,0.547705
27-05-1997 00:00,0.552816
28-05-1997 00:00,0.55655
29-05-1997 00:00,0.555906
30-05-1997 00:00,0.559218
31-05-1997 00:00,0.557411
01-06-1997 00:00,0.555561
02-06-1997 00:00,0.554527
03-06-1997 00:00,0.559112
04-06-1997 00:00,0.55905
05-06-1997 00:00,0.564426
06-06-1997 00:00,0.56557
07-06-1997 00:00,0.5688
08-06-1997 00:00,0.569764
09-06-1997 00:00,0.561819
10-06-1997 00:00,0.557956
11-06-1997 00:00,0.55525
12-06-1997 00:00,0.5601
13-06-1997 00:00,0.552826
14-06-1997 00:00,0.555817
15-06-1997 00:00,0.553205
16-06-1997 00:00,0.555055
17-06-1997 00:00,0.556211
18-06-1997 00:00,0.556928
19-06-1997 00:00,0.555267
20-06-1997 00:00,0.550755
21-06-1997 00:00,0.543554
22-06-1997 00:00,0.545623
23-06-1997 00:00,0.542859
24-06-1997 00:00,0.543918
25-06-1997 00:00,0.545709
26-06-1997 00:00,0.550965
27-06-1997 00:00,0.555572
28-06-1997 00:00,0.552911
29-06-1997 00:00,0.550415
30-06-1997 00:00,0.54876
01-07-1997 00:00,0.542721
02-07-1997 00:00,0.534717
03-07-1997 00:00,0.535957
04-07-1997 00:00,0.535904
05-07-1997 00:00,0.531012
06-07-1997 00:00,0.526508
07-07-1997 00:00,0.528014
08-07-1997 00:00,0.528158
09-07-1997 00:00,0.525405
10-07-1997 00:00,0.524407
11-07-1997 00:00,0.522102
12-07-1997 00:00,0.522307
13-07-1997 00:00,0.525158
14-07-1997 00:00,0.5252
15-07-1997 00:00,0.5262
16-07-1997 00:00,0.528561
17-07-1997 00:00,0.529115
18-07-1997 00:00,0.522657
19-07-1997 00:00,0.51875
20-07-1997 00:00,0.51305
21-07-1997 00:00,0.510601
22-07-1997 00:00,0.5119
23-07-1997 00:00,0.509253
24-07-1997 00:00,0.505351
25-07-1997 00:00,0.5024
26-07-1997 00:00,0.495198
27-07-1997 00:00,0.492849
28-07-1997 00:00,0.4993
29-07-1997 00:00,0.501701
